candidate_id,source_lane,ticket_id,asset,opportunity,decision,candidate_size_usd,directional_return_bps,estimated_net_after_cost_bps,spread_bps,near_depth_10bps_notional,visible_depth_usage,annualized_funding,estimated_funding_1h_bps,risk_action,status,priority_score,evidence,missing_work,next_step
symbol_lane_promoted_repeat:repeat-lane-hype-hype-microstructure-flow-probe,symbol_lane_promoted_repeat,repeat-lane-hype-hype-microstructure-flow-probe,HYPE,hype_microstructure_flow_probe,paper_long,100,23.34245389,14.86839947,0.15417942,155412.44233000,0.00064345,0.28021050,-0.31987500,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,86.03552216,dir_bps=23.3425; net_bps=14.8684; spread_bps=0.15417942; depth_10bps=155412.44233000; usage=0.00064345; funding_1h_bps=-0.31987500; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
second_promoted_repeat:repeat-repeat-paper-21-chip-microstructure-flow,second_promoted_repeat,repeat-repeat-paper-21-chip-microstructure-flow,CHIP,chip_microstructure_flow_paper_probe,paper_long,100.00,15.66146665,1.40431887,6.13214778,3766.24974000,0.02655161,0.10950000,-0.12500000,cost_adjusted_paper_probe,repeat_supported_cost_adjusted_alpha,81.53223120,dir_bps=15.6615; net_bps=1.4043; spread_bps=6.13214778; depth_10bps=3766.24974000; usage=0.02655161; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-17-btc-event-crypto-hedge,promoted_repeat,repeat-paper-17-btc-event-crypto-hedge,BTC,btc_1971905_event_crypto_hedge,paper_long,,37.46375108,29.18264865,0.15610243,584350.91253000,,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,81.05583620,dir_bps=37.4638; net_bps=29.1826; spread_bps=0.15610243; depth_10bps=584350.91253000; usage=; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-06-btc-event-crypto-hedge,promoted_repeat,repeat-paper-06-btc-event-crypto-hedge,BTC,btc_1971905_event_crypto_hedge,paper_long,,37.46375108,29.18264865,0.15610243,584350.91253000,,0.10950000,-0.12500000,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,81.05583620,dir_bps=37.4638; net_bps=29.1826; spread_bps=0.15610243; depth_10bps=584350.91253000; usage=; funding_1h_bps=-0.12500000; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-05-hype-volume-dislocation,promoted_repeat,repeat-paper-05-hype-volume-dislocation,HYPE,hype_volume_price_dislocation,paper_long,250,23.34245389,14.86839947,0.15417942,155412.44233000,0.00160862,0.28021050,-0.31987500,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,66.03552216,dir_bps=23.3425; net_bps=14.8684; spread_bps=0.15417942; depth_10bps=155412.44233000; usage=0.00160862; funding_1h_bps=-0.31987500; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-17-hype-policy-expansion,promoted_repeat,repeat-paper-17-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_probe_from_near_microstructure_flow_paper_long,paper_long,100,23.34245389,14.86839947,0.15417942,155412.44233000,0.00064345,0.28021050,-0.31987500,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,66.03552216,dir_bps=23.3425; net_bps=14.8684; spread_bps=0.15417942; depth_10bps=155412.44233000; usage=0.00064345; funding_1h_bps=-0.31987500; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-29-hype-policy-expansion,promoted_repeat,repeat-paper-29-hype-policy-expansion,HYPE,hype_hype_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,paper_long,100,23.34245389,14.86839947,0.15417942,155412.44233000,0.00064345,0.28021050,-0.31987500,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,66.03552216,dir_bps=23.3425; net_bps=14.8684; spread_bps=0.15417942; depth_10bps=155412.44233000; usage=0.00064345; funding_1h_bps=-0.31987500; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-01-hype-policy-expansion,promoted_repeat,repeat-paper-01-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_paper_probe_from_near_microstructure_flow_paper_long,paper_long,100,23.34245389,14.86839947,0.15417942,155412.44233000,0.00064345,0.28021050,-0.31987500,cost_adjusted_paper_probe,first_repeat_cost_adjusted_alpha,66.03552216,dir_bps=23.3425; net_bps=14.8684; spread_bps=0.15417942; depth_10bps=155412.44233000; usage=0.00064345; funding_1h_bps=-0.31987500; risk=cost_adjusted_paper_probe,"paper edge is cost-adjusted only; still needs repeat outcome, adverse excursion, and fill notes",repeat the candidate with stop/adverse-excursion and realized fill notes
promoted_repeat:repeat-paper-10-xpl-volume-dislocation,promoted_repeat,repeat-paper-10-xpl-volume-dislocation,XPL,xpl_volume_price_dislocation,paper_long,250,132.14743094,118.78061782,5.24181312,2179.67709800,0.11469589,0.10950000,-0.12500000,depth_too_thin_for_probe,capacity_gated_alpha_candidate,-14.08159963,dir_bps=132.1474; net_bps=118.7806; spread_bps=5.24181312; depth_10bps=2179.67709800; usage=0.11469589; funding_1h_bps=-0.12500000; risk=depth_too_thin_for_probe,paper edge is positive but current size consumes too much visible depth,reduce size or wait for better depth before repeating this candidate
promoted_repeat:repeat-paper-11-pump-volume-dislocation,promoted_repeat,repeat-paper-11-pump-volume-dislocation,PUMP,pump_volume_price_dislocation,paper_long,250,68.36544438,47.91758548,12.32285890,162.30000000,1.54035736,0.10950000,-0.12500000,depth_too_thin_for_probe,capacity_gated_alpha_candidate,-230.69987830,dir_bps=68.3654; net_bps=47.9176; spread_bps=12.32285890; depth_10bps=162.30000000; usage=1.54035736; funding_1h_bps=-0.12500000; risk=depth_too_thin_for_probe,paper edge is positive but current size consumes too much visible depth,reduce size or wait for better depth before repeating this candidate
